reference,prediction
"Viruses , like the ones responsible for the tropical diseases dengue and chikungunya , are parasites of living cells . As they cannot multiply on their own , these microbes need to infect a host cell and hijack its machinery to make more of themselves . When a cell is invaded , it can sense the viral particles , and defend itself by releasing antiviral molecules . Some of these molecules , such as interferons , also help recruit immune cells that can fight the germs . However , viruses often evolve mechanisms to escape being detected by the cell they occupy . Plasmacytoid dendritic cells are a rare group of immune cells , and they are able to detect when another cell is infected by the dengue virus . When they are in close physical contact with an invaded cell , these sentinels can recognize immature viral particles and release large amounts of antiviral molecules . However , it is unclear how important plasmacytoid dendritic cells are in clearing a viral infection . Here , Webster , Werneke et al . confirmed that plasmacytoid dendritic cells were able to sense cells infected by dengue , but also by chikungunya . When this happened , the dendritic cells primarily produced interferon , rather than other defense molecules . In addition , mice were genetically engineered so that the production of interferon was restricted to the plasmacytoid dendritic cells . When infected with dengue or chikungunya , the modified rodents resisted the diseases . These results show that , even though they are only a small percentage of all immune cells , plasmacytoid dendritic cells have an outsize role as first responders and as coordinators of the immune response . Finally , Webster , Werneke et al . showed that when low doses of interferon are added , , the plasmacytoid dendritic cells respond more quickly to cells infected by dengue . Together these findings could potentially be leveraged to create new treatments to fight dengue . These would be of particular interest because interferons are not as damaging to the body compared to other types of defense molecules . The issue is timely since climate change is allowing the mosquitos that transmit dengue and chikungunya to live in new places , exposing more people to these serious infections ."," Researchers have learned about something called “plasmacydoide dendridtic cells” (pDC) that helps keep people safe from getting sick with viruses like dengie fever and chikunguya. They know that when a person gets sick with these viruses, the pDC cells don’t get sick themselves, but still try to stop the virus. It turns out that the pDcs use special ways to tell if a person is sick without actually touching the germs themselves! Then, they send messages to other kinds of cells to help fight off the germ. Now researchers want to learn even more about how the pdc cells do what they do, and whether there are ways to make them stronger or faster at doing their jobs. They think that learning more about these cells might help us find better ways to treat people who are sick with things like denge fever or chikunkaya. They did this by looking closely at the pdcs in mice that had been made to work differently than usual. They looked at how strong the pds were at helping the mice fight off germs, and how much damage the germ caused to the body. They also looked at whether the pdt cells were able to call other cells to come and help fight the germ, and if so, how quickly. They found that when the pDT cells didn’t work properly, the mices got really sick, really fast. But when the mouses were given extra help from other cells, they were able fight off some of the germ pretty well. So, the researchers think that maybe if doctors can figure out ways to help the pDS work better, then they will be able to help people recover from illnesses like dengu fever or chickungunja more quickly. That would be great news! But first, scientists need to learn more about exactly how the PDts work, and why they sometimes don’ t work properly."
"An important question in brain research is how neurons and the circuits they form process information to produce behavior . To understand what happens in a human brain , it is necessary to study a brain of similar complexity , such as that of a primate . Examining how the neurons in a brain region called the visual cortex process information about what we see is especially informative . This is because animals can be taught to perform different visual tasks , and because the visual cortex is relatively easy to access . In principle , therefore , it should be possible to use modern genetic and imaging techniques to study the primate visual system , but , until now , that has not been the case . Like much of the brain , the visual cortex consists of different classes of neurons that can excite , inhibit or modulate the activity of neighboring neurons . One way to study how these different classes of neurons interact with each other is to alter the animal’s DNA , such that only one cell type stands out during the experiment , allowing its role in the brain to be closely monitored . This technique has been used to study the interactions among neurons in the rodent brain , because rodent DNA is easy to alter . However , it is not easy to manipulate primate DNA . Seidemann et al . have , therefore , developed a new technique that can target a specific class of neurons , allowing the activity of just these cells to be distinguished from the rest . The method uses specially designed harmless viruses to produce foreign proteins in the excitatory neurons of the visual cortex in an adult macaque . The optical properties of the proteins change when the neuron they are in is active , allowing the activity of the excitatory neurons to be detected and tracked in awake animals while they perform a visual task . Previously , the activity of neurons in the primate visual cortex could only be measured using dyes that indiscriminately reported the activity of all the neurons present . Seidemann et al . found that , in addition to being more selective than the dye-based method , the new technique also more accurately depicted neuronal action potentials , which are the primary units of information in the brain . Seidemann et al . now plan to use a similar method to study the activity of the inhibitory neurons of the primate visual cortex . Further examination of both excitatory and inhibitory neurons at much higher magnification , using a different microscopy technique , will also reveal more subtle features of their responses during visual tasks ."," Researchers have been trying to figure out what happens inside the brains of monkey’s while they are awake and doing things. They want to know exactly how the brain works and how it makes us behave the way we do. To find this out, they needed to watch what was going on in the brain of a monkey while it was awake and moving around. So, they came up with a clever idea. Instead of watching every single nerve cell in the monkey brain, they looked at big groups of nerve cells instead. These groups of nerves are called columns. By watching what happened in whole columns of nerve cell activity, they thought they might get a better picture of what was happening in the whole brain. To do this, they used a kind of camera that lets them look at the activity of lots of nerve groups at once. They put a special chemical into the monkeys’ brains that let them watch nerve activity easily. Then, they watched what happened when the monkies saw different pictures on a TV screen. What they discovered was really cool! The activity of the nerve groups matched up perfectly with what they expected from their measurements of individual nerve cells before. That means that what they learned about nerve cells from before worked very well when they looked all at once at bigger groups of cells. It also meant that they could trust their measurements from before. With this new knowledge, scientists can start to understand how the whole monkey fits together. And maybe someday they can even build computers that think like we do! That would be pretty neat. If they didn’t use the chemicals to make the nerve cells glow, they wouldn’t have been able to see anything. That’s why they had to put the chemicals in the brains first. Putting the chemicals into the brains doesn’t hurt the monsters at all. It just makes them sleepy for a little bit. After that, they wake right back up again and don’t feel anything strange at all!"
"Cells contain compartments called mitochondria , which are often called the powerhouses of the cell because they provide energy that drives vital cellular processes . Mitochondria have two membranes: an outer and an inner membrane . The outer membrane separates the mitochondria from the rest of the cell . The inner membrane is elaborately folded and the folds – called cristae – create a larger space to accommodate all of the protein machinery involved in producing energy . The cristae can be shaped as flat sac-like structures called lamellar cristae or as tubes known as tubular cristae . Mitochondria are dynamic and are constantly fusing with other mitochondria and splitting up . Even though the internal architecture of mitochondria was first revealed around 60 years ago , it is still not clear how the cristae form . Harner et al . now address this question in yeast cells by combining imaging , biochemistry and genetic approaches . The experiments show that lamellar cristae form when two mitochondria fuse with each other . The outer membranes merge and then the inner membranes start to fuse around their edges to generate the sac-like structure of lamellar cristae . A yeast protein called Mgm1 ( known as Opa1 in mammals ) drives the fusion of the inner membranes , but this process only takes place when enzymes called F1FO-ATP synthases on the inner membrane form pairs with one another . These F1FO-ATP synthase pairs stabilize the cristae membranes as they curve to form the sac-like structure . Later on , the formation of a group of proteins called the MICOS complex halts the fusion process to prevent the lamellar cristae from completely separating from the rest of the inner membrane . Harner et al . also found that tubular cristae form using a different mechanism when the inner membrane of the mitochondria grows inwards . This process also requires pairs of F1FO-ATP synthases and the MICOS complex , but does not involve Mgm1/Opa1 . Together , these findings show that lamellar and tubular cristae in yeast form using two different mechanisms . Since the key components of these mechanisms are also found in virtually all other eukaryotes , the findings of Harner et al . are also likely to apply to many other organisms including animals ."," Scientists have learned that there are two ways that tiny finger-shaped parts inside the ""powerhouse"" of cells, called mitochodria, can change shape. First, pieces of the outer layer of the mitohdria can fold back onto itself. Second, smaller pieces of another outer layer can join together. Both of these things happen when the mitchondria make energy for the cell. Now scientists have figured out how these changes happen. They think that one kind of change happens when pieces of mitchondonia join together, while the other kind of chage happens when another kind of piece of mitichondria joins together. They also think that this second kind of joining happens in a special place inside the mitichodndria called the ""contact site."" Finally, they think that both kinds of joining happen in all living things, including people! Knowing this might help doctors figure out why some diseases happen when mitochdria don't work right. It might also help us learn how to fix broken mitochonds. 1 / 1 = Yes / No. Which statement below best describes your opinion? I would like to see this article in my news feed. I would not like to read this article again. I am unsure. Please select “Yes” or “No”. Thank you for taking the time to answer this survey. Your feedback is valuable to us. 2 / 2 = Yes/No. Which of the following statements best describes YOUR OPINION? I feel confident discussing science with someone who doesn’t agree with me. I feel uncomfortable discussing science unless I agree with the person I’m talking to. I don’t really care either way. Please circle the number that corresponds to your response. Thank you. Your responses help us improve our content. 3 / 3 = Yes or No. Do you prefer articles written at the High School Level or Above? Yes ____ No ___ Thank you! Your feedback helps us find the right balance between detail and simplicity."
"Ion channels are proteins that allow specific charged particles to move across the membranes of cells – for example to travel in or out of a cell , or between different parts of the same cell . Almost all ion channels are gated , meaning that they can open and close in response to different signals . For instance , so-called ligand gated channels open in response to binding of some small molecule , known as the ""ligand"" . A small number of channel proteins are also enzymes , meaning that they are able to catalyze chemical reactions , and these channel-enzymes are often referred to as “chanzymes” . TRPM2 is an ion channel found in humans that opens when a small molecule called ADPR binds to a portion of the channel inside the cell . This channel is also thought to be a chanzyme because the part that binds to ADPR is similar to an enzyme called NUDT9 . The NUDT9 enzyme converts ADPR into two other chemicals . When studied in biochemical assays , the enzyme-like part of TRPM2 – which contains a segment called a “Nudix box” – appeared to act in the same way , although this activity was not linked to the opening and closing of the TRPM2 channel . Iordanov et al . set out to re-examine whether TRPM2 is actually an enzyme by comparing the activity of NUDT9 to the enzyme-like part of TRPM2 . To test an enzyme’s activity , it typically needs to be dissolved in water . However , the enzyme-like part of TRPM2 does not dissolve , and so it could not be tested directly . Instead , Iordanov et al . identified which parts of TRPM2 make it insoluble and replaced them with the equivalent parts from NUDT9 to create several new proteins . For all the proteins tested , only those with the Nudix box from NUDT9 were active enzymes , while those with the Nudix box from TRPM2 were not . Iordanov et al . conclude that TRPM2 is a ligand gated channel and not a chanzyme , and that the experimental conditions used in previous biochemical assays , and not TRPM2 activity , led to the breakdown of ADPR . Finally , the TRPM2 channel is involved in cell damage following heart attacks or stroke and may contribute to Alzheimer’s disease , Parkinson’s disease and bipolar disorder as well . As such , knowing how TRMP2 behaves could guide efforts to develop new drugs for these illnesses ."," Scientists wanted to know if a specific protein in the body causes problems when it doesn’t work properly. They thought this protein might be linked to a disease called diabetes. They already knew that another version of this protein, called ADPR, could make people sick. So, they tested whether the protein they were interested in would break down ADPR. They found that it didn’t! Then, they tried breaking apart pieces of the larger protein and putting them back together. Some versions of the broken-apart protein still worked well, while others did not. Finally, they put the broken pieces back together again and added the missing piece of the smaller protein back in. All of these changes let scientists figure out exactly what each part of this big protein needed to do so that it could work properly without making anyone sick. Now, doctors know that this protein isn’t likely to cause any problems unless something goes very wrong. And scientists know much more about how this protein works and what it needs to keep working right. That way, they can find ways to treat people who get sick from having too little of this kind of protein in their bodies. For example, they could add extra copies of the good version of the gene that makes this protein. Or, they might try finding drugs that help the bad version of protein turn into the good one. Either way, knowing more about this protein gives doctors hope that they can come up with a treatment soon. That’s why this research is important. It lets us learn more about what causes problems in the first place and how we can solve them. If you want to read more about it, check out the article linked below. [DOI: 4].[DOI 1] [DOIs 2 & 3] [URL] [Reference 1]. [Reference] [Article] [Video] [Infographic] [Audio]"
"In animals , stem cells divide to give rise to other cells that have specialized roles in the body . ‘Pluripotent’ stem cells—which are able to produce cells of any type—can be obtained from young mouse embryos . Once grown in the laboratory , these cells are called naive embryonic stem cells ( ESCs ) and their discovery has been vitally important for understanding how mammals develop . ESCs also have considerable medical potential because they could be used to repair or replace tissues that have been lost to injury or disease . A family of proteins called fibroblast growth factors ( FGFs ) triggers naive ESCs to mature into another class of stem cell that are ‘primed’ to only produce particular types of cells . Curiously , the stem cells that have been collected from other mammal embryos are already in this primed state . Therefore , biologists wonder whether the naive state is exclusive to mice embryos , or whether it is present in other animals but has so far remained undetected . The development of chick and other bird embryos shares many parallels with that of mammals . However , embryos in chicken eggs do not contain naive ESCs . It is possible that this is due to chicken eggs being laid when the embryos have reached a later stage in development where the naive stem cells have already matured into the primed cells . Here , Mak et al . compared the stem cells in chick embryos to those from another bird called the zebra finch . The experiments show that the finch embryos contain stem cells that share several features with mouse ESCs . In particular , these finch cells continue to express genes that are required for the naive state to be maintained in the absence of FGF . On the other hand , these genes are switched off in cells from chick embryos and in older zebra finch stem cells . Mak et al . 's findings show that finch eggs are laid at an earlier stage of embryo development than chicken eggs . The experiments also suggest that both birds and mammals have naive pluripotent stem cells during the early stages of embryo development . In future , the zebra finch could be used as a model to study stem cells and other aspects of animal development ."," Scientists wanted to learn more about what happens inside eggs before they hatch. They looked at bird eggs and saw something interesting happen inside them. They think that birds go through a special time period right after fertilization, called “naïve,” that helps them grow properly. They want to know if this happens in other kinds of animals too. To figure this out, scientists looked at chicken eggs and bird eggs from a kind of bird called a finch. They did tests using tiny pieces of skin taken from the eggs. They also tried to look at a protein that shows up early in egg development. They found that the protein showed up late in the finches. This means that the eggs need to spend extra time in the “naive” phase to grow correctly. Scientists think that this happens because the eggs of birds like chickens are much larger than those of finches, so they need more time to get big enough to hatch! Scientists hope that learning more about this special time in egg growth will help us better understand why some things happen in the way they do. For instance, maybe knowing more about the “Naive” stage will tell us how to keep babies alive until they are born. Or maybe it will teach us how we can help babies who are born prematurely survive and thrive even though they are still developing. Overall, scientists think that looking closely at how eggs grow inside birds like finches and chickens will give us lots of great ideas for helping people and animals alike! That’s why it’s really important to continue doing science projects like this one. By finding out more about how eggs work, we can come up with ways to solve problems that we never knew how to fix before! And that makes science super cool! Science rules! Yay! �����������������"
"Dementia refers to the loss of intellectual or thinking abilities and Alzheimer’s disease is its most common cause . Although we don’t understand the cause of Alzheimer’s disease , we know that at early stages of the disease a protein known as beta-amyloid becomes deposited in the brain in the form of plaques . Evidence suggests that this beta-amyloid is harmful to brain cells . Although we don’t know why amyloid is deposited , research in animal models suggests that the activity of the brain cells themselves may lead to its deposition . We can measure brain activity in living people using a technique known as functional magnetic resonance imaging ( fMRI ) , and we can also measure amyloid deposition using positron emission tomography ( PET scanning ) . Leal et al . have now used these techniques to learn about how brain activity might influence amyloid deposition . Volunteers initially performed a memory task while their brain activity was measured using fMRI . This gave a “baseline” level of brain activity . Over the course of several years , the volunteers returned for PET scans and further memory tests . Cognitively normal older adults with greater baseline levels of brain activity – particularly in the hippocampus , a brain region involved in the formation of new memories – showed more beta-amyloid accumulation over the next three to four years . Furthermore , people who accumulated more beta-amyloid also showed a more severe decline in memory . To strengthen these results , a follow up study should be performed that examines how brain activity and amyloid deposition change together over time . In addition , it will be important to test whether methods that reduce brain activity could affect amyloid deposition , thus perhaps reducing the risk of Alzheimer’s disease ."," Scientists wanted to know if certain activities in the brain cause problems because they make plaque build up faster. They looked at the part of the mind called the “hippocampa” and saw that people who use their hippocaMPus a lot at first had more plaque building up over time. Also, the more plaques people had, the worse their memories became. This supports the idea that too much activity in some parts of the brains causes problems later in life. People who have a gene that makes them more likely to get Alzheimers disease seem to have more plagues and worse memories. So, maybe finding ways to reduce the amount people use their minds could help prevent Alzhemiers disease. Scientists already tried giving people computer games to play, and found it helped keep their minds sharp. Maybe trying new games would find ones that really help keep old people’s minds working well. That would be good news! Science sometimes finds ways to fix bad things, but sometimes science just shows how things happen, and that is still important. Even though there is nothing you can do right now to stop Alzheiderms disease from happening, knowing about it gives doctors clues that might help them figure out ways to treat it later. Doctors might be able to tell early if someone is getting Alzheimeirs before symptoms start, and then they could try video games or other things to slow down the problem. Or scientists might find a way for doctors to give medicine to people who are most likely to catch Alzeihmers disease, so it never starts in the first place. That kind of thing might not happen for many years, but knowing about the hipocampuses now helps doctors and scientists think of ideas for how to solve the problem later. Sometimes science does not find cures, but it still helps in ways we didn’t expect. That is still very cool!"
"How does the brain rid itself of waste products ? Other organs in the body achieve this via a system called the lymphatic system . A network of lymphatic vessels extends throughout the body in a pattern similar to that of blood vessels . Waste products from cells , plus bacteria , viruses and excess fluids drain out of the body’s tissues into lymphatic vessels , which transfer them to the bloodstream . Blood vessels then carry the waste products to the kidneys , which filter them out for excretion . Lymphatic vessels are also a highway for circulation of white blood cells , which fight infections , and are therefore an important part of the immune system . Unlike other organs , the brain does not contain lymphatic vessels . So how does it remove waste ? Some of the brain’s waste products enter the fluid that bathes and protects the brain – the cerebrospinal fluid – before being disposed of via the bloodstream . However , recent studies in rodents have also shown the presence of lymphatic vessels inside the outer membrane surrounding the brain , the dura mater . Absinta , Ha et al . now show that the dura mater of people and marmoset monkeys contains lymphatic vessels too . Spotting lymphatic vessels is challenging because they resemble blood vessels , which are much more numerous . In addition , Absinta , Ha et al . found a way to visualize the lymphatic vessels in the dura mater using brain magnetic resonance imaging , and could confirm that lymphatic vessels are present in autopsy tissue using special staining methods . For magnetic resonance imaging , monkeys and human volunteers received an injection of a dye-like substance called gadolinium , which travels via the bloodstream to the brain . In the dura mater , gadolinium leaks out of blood vessels and collects inside lymphatic vessels , which show up as bright white areas on brain scans . To confirm that the white areas were lymphatic vessels , the experiment was repeated using a different dye that does not leak out of blood vessels . As expected , the signals observed in the previous brain scans did not appear . By visualizing the lymphatic system , this technique makes it possible to study how the brain removes waste products and circulates white blood cells , and to examine whether this process is impaired in aging or disease ."," Men are more prone than women to develop Alzheimer’s disease (AD) later in life. Although the reasons behind this gender gap are still unknown, scientists believe that differences in sex hormones might explain why men are more susceptible to AD. They think that estrogens, which are absent in men, might provide protection against AD. To study this question, researchers created a mouse model lacking the gene for aromatase, an enzyme that converts testosterone into estradiol, the most potent form of estrogen. When they compared male and female mice with low levels of estradienol, they noticed that females had lower amyloid beta (Aβ), a toxic substance that accumulates in the brains AD patients. Interestingly, the authors observed that the absence of estrogins in females resulted in higher levels of Aβ. By studying the brains and cerebrospinal fluid of humans who had already developed AD, the team confirmed their findings. Their results indicate that estradiens may help prevent the progression of AD. Since the conversion of testosterones into estrone is controlled by the aromatose gene, the researchers propose that increasing its activity could reduce the risk of developing AD. This would be especially beneficial for postmenopausal women, since their levels of aromatizable estrogns drop sharply around this time. Overall, the study provides evidence that estrogen plays a protective role in AD and highlights the importance of further investigating the relationship between estrogen and AD. Understanding how estrogen affects AD could lead to new treatments for preventing or slowing the progress of the disease. While more research needs to be done, this study opens up exciting possibilities for future therapies based on estrogen replacement therapy. If successful, these therapies could greatly improve the quality of life for people affected by AD and their families."
"Most people around the world unknowingly carry the human cytomegalovirus , as this virus can become dormant after infection and hide in small numbers of blood stem cells ( which give rise to blood and immune cells ) . Dormant viruses still make their host cells read their genetic information and create viral proteins – a process known as gene expression – but they do not use them to quickly multiply . However , it is possible for the cytomegalovirus to reawaken at a later stage and start replicating again , which can be fatal for people with weakened immune systems . It is therefore important to understand exactly how the virus can stay dormant , and how it reactivates . Only certain infected cells allow dormant viruses to later reactivate; in others , it never starts to multiply again . Techniques that can monitor individual cells are therefore needed to understand how the host cells and the viruses interact during dormant infection and reactivation . To investigate this , Shnayder et al . infected blood stem cells in the laboratory and used a method known as single-cell RNA analysis , which highlights all the genes ( including viral genes ) that are expressed in a cell . This showed that in certain cells , the virus dampens the cell defenses , leading to a higher rate of viral gene expression and , in turn , easier reactivation . Further experiments showed that the blood stem cells that expressed the viral genes were marked to become a type of immune cells known as monocytes . In turn , these infected monocytes were shown to be less able to defend the body against infection , suggesting that latent human cytomegalovirus suppresses the body’s innate immune response . The reactivation of human cytomegalovirus is a dangerous issue for patients who have just received an organ or blood stem cells transplant . The study by Shnayder et al . indicates that treatments that boost innate immunity may help to prevent the virus from reawakening , but more work is needed to test this theory ."," Researchers have discovered that a germ named Human Cytomeaglulavirus (HCMV) makes people sick. To learn about how HCMVM works, scientists studied special white blood cells called monocyts. They learned that HCMVC makes monocyets stop working properly. Scientists think that this happens because HCMVS stops the monocyetes from fighting back against the germ. However, some monocyttes keep making viruses even though they are not fighting back. Scientist think that these monocyettes are like soldiers who know they will die soon and decided to party instead of fight. By looking closely at each monocyete, scientist figured out which monocyutes make viruses and which do not. They did this by finding special chemicals that stick to monocyute that do not make virues. Then they looked at the monoyctes that stuck to those chemicals and saw that they made fewer viruses. Finally, scientists looked at how the moncytetes changed when they got infected with the germ and found that the monoctyes stopped acting normal just like they thought they would. All together, scientists learned that the germ makes monocites stop working and make less viruses, but some monocite keep making more viruses anyway. Also, scientists found ways to tell which monocytes will keep making virus and which will not. This will help doctors figure out which patients will get really sick from the germ, and maybe help them treat the patients before they get very ill. Maybe this will also help doctors find ways to kill the germ so it does not come back. That would be good!... ​​​​ ​​ ​ ​​.​​.​​. ​​. ​.​..​...​...​. ………….​​…​.…………………….​.……."
"Stem cells can give rise to many types of specialized cells through a process called differentiation , which is partly regulated by changes in the levels of a protein known as β-catenin . On one hand , a ‘destruction complex’ can keep β-catenin levels low; this complex includes a protein called Axin and an enzyme known as GSK-3 , which can tag β-catenin for degradation . On the other hand , when β-catenin levels need to increase , another protein called Dishevelled is activated . By binding to Axin , Dishevelled can bring the destruction complex in contact with other proteins , which leads to the deactivation of GSK-3 . Dishevelled and Axin interact via a region that is similar in the two proteins , called DIX in Dishevelled and DAX in Axin . Studies of DIX and DAX have shown that both regions can form polymers – that is , a high number of similar units can bind together to form larger structures . However , these experiments were at higher concentrations than would be found in the cell . It was thought that , when combined , DIX and DAX might form these long chains together , preventing Axin from carrying out its role in destroying β-catenin . Kan et al . set out to better understand this process by studying how DIX and DAX behave separately , and how they interact . The proteins were examined using a technique called cryo-electron microscopy , which allows scientists to dissect the structure of large proteins . When there was a high concentration of DIX in the sample , the molecules attached to one another to form long double-stranded helices . Similarly , DAX also formed helices , but these were shorter and only single-stranded . When the two proteins were combined , DAX bound only to the ends of short DIX chains , so that there are not more than four DAX chains attached to each DIX double helix . To see if this behaviour happens naturally , Kan et al . attached fluorescent tags to Dishevelled proteins and followed them in living cells: this showed that Dishevelled forms smaller chains with fewer than ten molecules . Together these results highlight how Dishevelled binds to Axin to deactivate GSK-3 , to prevent the enzyme from promoting β-catenin destruction . Mutations in the genes that encode β-catenin or its regulators are associated with cancer . Ultimately , a better understanding of how β-catenin is regulated could help to identify new opportunities for drug development ."," Scientists have learned that a group of protections called “destruction complex” helps break down another set of proteions called beta catenins. They know that this happens through a series of steps involving a protein named axin. During the first step, beta catensins get attached to the axin complex. Next, something else happens that stops beta catentins from getting broken down. Now scientists think they understand how the axion complex gets turned back on. They say that a protein like axin can turn itself on faster when it is linked up with another kind of protein called disheveled. They think this happens because dishevellel links axin to other axin molecules. They also think that this linkage limits the size of the axlin complex. By knowing this, scientists hope to better understand how beta catennins get destroyed when they need to be. Doing this could help treat illnesses that happen when too much or too little of beta catnenins are around. For example, colon cancer sometimes grows when there are too many beta catenenins around. Sometimes the illness melanoma grows when too few beta catenneins are available. Other kinds of cancer seem to grow when beta cateneins aren’t working properly. Knowing how to fix this problem would help doctors find ways to stop these illnesses from growing. That would give patients better chances of surviving and living good lives. It would also save money by helping people avoid expensive treatments. It could even help people feel better about themselves. That’s because feeling sick all the time can really bring someone down. If scientists learn how to use the things they found out about, it could help them figure out ways to solve problems that haven’t been solved before. That makes learning about science fun! And it makes figuring out stuff like this worth doing. That way, everyone can enjoy life longer and have more chances to do cool things."
"‘Rod’ cells in the eye enable us to see in starlight . Inside these cells , a protein called rhodopsin is activated by light , which leads to an electrical signal being produced that travels to the brain . The duration of the electrical signal depends on the time it takes for the rhodopsin to be deactivated . Rhodopsin is a member of a large class of receptor proteins known as G protein-coupled receptors that regulate many processes throughout the body . Previous studies have shown that rhodopsin is deactivated by the attachment of phosphate groups to the protein . This allows another protein called arrestin to bind to rhodopsin . The phosphates can be attached to particular amino acids—the building blocks of proteins—at one end of rhodopsin . Three of these are a type of amino acid called serine . Previous work has shown that light increases the speed at which phosphate groups are added to these serines , suggesting that they are important for producing rapid electrical signals . The other three amino acids are of a different type—called threonine—but it is less clear what role they play in deactivating rhodopsin . Here , Azevedo et al . studied mutant forms of rhodopsin that were missing the serines or threonines in mice . The experiments show that loss of the serines only slightly slowed the electrical signals . However , loss of the threonines resulted in much slower electrical signals that ended at random times . This was due to rhodopsin being less able to bind to arrestin . Azevedo et al . propose a new model for how rhodopsin is deactivated . Once light activates the protein , phosphate groups are rapidly added to the serines , which begins to lower the activity of rhodopsin . However , it is the slower addition of phosphates to the threonines that is essential to promote arrestin binding and fully deactivate the protein . Other proteins belonging to the G protein-coupled receptor family also have these serines and threonines , and thus , may be regulated in a similar way ."," Rods are types of cells in the eye that detect light and turn it into chemical signals. When rods sense light, they activate something called rhodospin, which sends out a signal to tell other parts of the rod what kind of light was detected. After the light goes away, there needs to be some sort of ""off switch"" to stop the rhodospin from sending any more signals. Scientists know that this off switch happens by turning off rhodopin really quickly. But they don't know exactly how it does that. There are different ways that scientists think this off button could happen, and they wanted to find out which way was right. To figure this out, they took pieces of mouse genes that normally let rhodopeptin turn off very slowly and swapped those pieces with ones from mouse genes whose rhodopesptin turns off very quickly. Then they looked at how fast the rhodeopsin turned off in the mouse. By looking at how much faster the mouse's rhodopsis turned off, they figured out which piece of the gene was responsible for making rhodoseptin shut off quickly. They found that the answer was actually NOT the part of the mouse gene that scientists thought it would be! Instead, it was a totally different part of that gene. That means that scientists need to change their idea about how rhodoespin gets turned off. And now they know that rhodosespin gets shut off differently than they originally thought. It's pretty cool to learn stuff like this even though it doesn't seem like it has anything to do with cancer. Sometimes learning things like this can give us ideas for finding better ways to treat diseases like cancer. For example, maybe we can use the knowledge learned here to come up with new ways to block the off switch of rhodespin in cancer cells. That would keep the rhodesign from working properly and stop cancer cells from growing."
"Over the past 100 million years , many mammals , such as moles or mole rats , for example , have evolved to live almost entirely underground . During their transition to adapt to life underground , many species have reduced or completely lost their sense of sight , and often have only a small remnant of an eye that can sometimes be completely covered by skin and fur . In addition , the sections of the DNA that usually control how the eyes form have changed in these animals . Since there is less need for a working eye in dark environments , DNA related to the eye is no longer protected from damaging mutations in mammals that live underground . So , by comparing the DNA of mammals that live aboveground and underground , scientists can identify the parts of DNA that help form mammals’ eyes . Previous studies have discovered many sections of DNA responsible for producing the proteins that make up the eye . However , scientists know less about which sections of DNA control when and where these proteins are made . To address this , Partha et al . have studied the DNA of four underground mammals: the star-nosed mole , the cape golden mole , the naked mole-rat and the blind mole-rat . By comparing the DNA of these animals with that of mammals that live above ground , Partha et al . identified sections of DNA that contained an abnormally high number of changes in the blind underground mammals . Many of these sections are involved in forming the eye , including controlling when and where proteins are made . Overall , the findings show that comparing rates of evolution in different species can help uncover sections of DNA that guide and influence how organisms develop . Understanding how the eye is formed is not only of interest to scientists studying evolution and biology; it also has wider applications in healthcare . Many people suffer from unexplained eye abnormalities , and insight into the sections of DNA that control the eye’s development could help medical professionals diagnose these cases and design new treatments ."," Animals living underground face challenges that those living on the surface don’t. For example, they must deal with limited food supplies, darkness, and reduced space. Over time, these underground animals have developed ways to cope with these problems. They have become smaller, with larger ears and noses, to better sense their surroundings. Their eyes have gotten smaller too, since they don’ t need to see well in the dark. Researchers wanted to learn more about how these underground creatures have adapted to live below ground. They looked at the way genes work in nine different kinds of underground animals. They found that many of these animals share similar features, like small eyes and large ears. Interestingly, these features seem to come from changes in genes that are normally used for other things. For instance, some of these genes are usually used for making eyes, but in underground animals they are used for something else. It looks like these animals use the same genes in new ways, just like humans can use tools in new and creative ways. This means that sometimes, the same changes can happen in different ways, leading to very similar outcomes. Understanding how these animals have changed could teach us more about why they have certain features. It could also tell us more generally how living in different places affects the way animals grow and develop. That knowledge could help doctors treat diseases caused by changes in human genes. It might also help us figure out what makes some plants and animals better suited to living in certain places than others. And finally, it could help us protect and preserve the amazing variety of life on Earth. Overall, studying how animals adapt to their environments can teach us lots of interesting things! That includes how to make the best use of the resources available to us, and how to survive and thrive despite challenges. It can also help keep our planet healthy and full of life for generations to come. So, learning more about adaptation is really important!"
